DDI_ID,Object_DrugBank_ID,Precipitant_DrugBank_ID,Object_DCQC,Precipitant_DCQC,Object_Name,Precipitant_Name,Drugbank_AE
P082421,DB00220,DB00338,47293,47146,Nelfinavir,Omeprazole,The serum concentration of Nelfinavir can be decreased when it is combined with Omeprazole.
P082422,DB00524,DB00338,19440,47146,Metolazone,Omeprazole,Omeprazole may decrease the excretion rate of Metolazone which could result in a higher serum level.
P082423,DB01233,DB00338,18595,47146,Metoclopramide,Omeprazole,Omeprazole may decrease the excretion rate of Metoclopramide which could result in a higher serum level.
P082424,DB00333,DB00338,45373,47146,Methadone,Omeprazole,The serum concentration of Omeprazole can be increased when it is combined with Methadone.
P082425,DB01403,DB00338,6045,47146,Methotrimeprazine,Omeprazole,The metabolism of Methotrimeprazine can be decreased when combined with Omeprazole.
P082426,DB01137,DB00338,47258,47146,Levofloxacin,Omeprazole,The serum concentration of Levofloxacin can be increased when it is combined with Omeprazole.
P082428,DB00448,DB00338,47140,47146,Lansoprazole,Omeprazole,The metabolism of Omeprazole can be decreased when combined with Lansoprazole.
P082429,DB01026,DB00338,44801,47146,Ketoconazole,Omeprazole,Omeprazole can cause a decrease in the absorption of Ketoconazole resulting in a reduced serum concentration and potentially a decrease in efficacy.
P082430,DB01167,DB00338,47051,47146,Itraconazole,Omeprazole,Omeprazole can cause a decrease in the absorption of Itraconazole resulting in a reduced serum concentration and potentially a decrease in efficacy.
P082431,DB00334,DB00338,47197,47146,Olanzapine,Omeprazole,The serum concentration of Olanzapine can be increased when it is combined with Omeprazole.
P082435,DB01611,DB00338,4654,47146,Hydroxychloroquine,Omeprazole,The serum concentration of Omeprazole can be increased when it is combined with Hydroxychloroquine.
P082437,DB00999,DB00338,4537,47146,Hydrochlorothiazide,Omeprazole,Hydrochlorothiazide may decrease the excretion rate of Omeprazole which could result in a higher serum level.
P082438,DB00502,DB00338,4394,47146,Haloperidol,Omeprazole,The serum concentration of Haloperidol can be increased when it is combined with Omeprazole.
P082440,DB00674,DB00338,47415,47146,Galantamine,Omeprazole,Omeprazole may decrease the excretion rate of Galantamine which could result in a higher serum level.
P082442,DB00695,DB00338,4173,47146,Furosemide,Omeprazole,Omeprazole may decrease the excretion rate of Furosemide which could result in a higher serum level.
P082443,DB00196,DB00338,45568,47146,Fluconazole,Omeprazole,The metabolism of Omeprazole can be decreased when combined with Fluconazole.
P082444,DB01195,DB00338,45501,47146,Flecainide,Omeprazole,The metabolism of Flecainide can be decreased when combined with Omeprazole.
P082446,DB00736,DB00338,47418,47146,Esomeprazole,Omeprazole,The serum concentration of Esomeprazole can be increased when it is combined with Omeprazole.
P082447,DB01175,DB00338,47553,47146,Escitalopram,Omeprazole,The serum concentration of Escitalopram can be increased when it is combined with Omeprazole.
P082448,DB00199,DB00338,3458,47146,Erythromycin,Omeprazole,The serum concentration of Omeprazole can be increased when it is combined with Erythromycin.
P082451,DB04855,DB00338,47804,47146,Dronedarone,Omeprazole,The metabolism of Dronedarone can be increased when combined with Omeprazole.
P082452,DB01142,DB00338,3198,47146,Doxepin,Omeprazole,The metabolism of Doxepin can be increased when combined with Omeprazole.
P082453,DB00843,DB00338,47352,47146,Donepezil,Omeprazole,The metabolism of Donepezil can be decreased when combined with Omeprazole.
P082454,DB01184,DB00338,45540,47146,Domperidone,Omeprazole,The serum concentration of Domperidone can be increased when it is combined with Omeprazole.
P082456,DB00280,DB00338,37911,47146,Disopyramide,Omeprazole,Disopyramide may decrease the excretion rate of Omeprazole which could result in a higher serum level.
P082457,DB00808,DB00338,43397,47146,Indapamide,Omeprazole,Omeprazole may decrease the excretion rate of Indapamide which could result in a higher serum level.
P082458,DB01075,DB00338,3107,47146,Diphenhydramine,Omeprazole,The metabolism of Diphenhydramine can be decreased when combined with Omeprazole.
P082460,DB01211,DB00338,47018,47146,Clarithromycin,Omeprazole,The serum concentration of Clarithromycin can be increased when it is combined with Omeprazole.
P082461,DB00215,DB00338,47317,47146,Citalopram,Omeprazole,The risk or severity of QTc prolongation can be increased when Omeprazole is combined with Citalopram.
P082462,DB00537,DB00338,45503,47146,Ciprofloxacin,Omeprazole,The serum concentration of Ciprofloxacin can be increased when it is combined with Omeprazole.
P082463,DB00501,DB00338,38366,47146,Cimetidine,Omeprazole,The serum concentration of Cimetidine can be increased when it is combined with Omeprazole.
P082465,DB00477,DB00338,1924,47146,Chlorpromazine,Omeprazole,The serum concentration of Chlorpromazine can be increased when it is combined with Omeprazole.
P082467,DB00916,DB00338,6266,47146,Metronidazole,Omeprazole,The serum concentration of Omeprazole can be increased when it is combined with Metronidazole.
P082469,DB00608,DB00338,1833,47146,Chloroquine,Omeprazole,The serum concentration of Chloroquine can be increased when it is combined with Omeprazole.
P082473,DB00207,DB00338,46236,47146,Azithromycin,Omeprazole,The serum concentration of Omeprazole can be increased when it is combined with Azithromycin.
P082474,DB01072,DB00338,47479,47146,Atazanavir,Omeprazole,Omeprazole can cause a decrease in the absorption of Atazanavir resulting in a reduced serum concentration and potentially a decrease in efficacy.
P082475,DB00261,DB00338,47262,47146,Anagrelide,Omeprazole,The metabolism of Anagrelide can be increased when combined with Omeprazole.
P082476,DB00321,DB00338,429,47146,Amitriptyline,Omeprazole,The metabolism of Amitriptyline can be decreased when combined with Omeprazole.
P082477,DB00915,DB00338,18426,47146,Amantadine,Omeprazole,Omeprazole may decrease the excretion rate of Amantadine which could result in a higher serum level.
P082480,DB01118,DB00338,45441,47146,Amiodarone,Omeprazole,The metabolism of Amiodarone can be increased when combined with Omeprazole.
P082481,DB00681,DB00338,520,47146,Amphotericin B,Omeprazole,Amphotericin B may decrease the excretion rate of Omeprazole which could result in a higher serum level.
P082486,DB01611,DB00904,4654,45590,Hydroxychloroquine,Ondansetron,The serum concentration of Ondansetron can be increased when it is combined with Hydroxychloroquine.
P082487,DB00338,DB00904,47146,45590,Omeprazole,Ondansetron,The serum concentration of Ondansetron can be increased when it is combined with Omeprazole.
P082488,DB00334,DB00904,47197,45590,Olanzapine,Ondansetron,The risk or severity of adverse effects can be increased when Olanzapine is combined with Ondansetron.
P082489,DB00916,DB00904,6266,45590,Metronidazole,Ondansetron,The serum concentration of Ondansetron can be increased when it is combined with Metronidazole.
P082490,DB01233,DB00904,18595,45590,Metoclopramide,Ondansetron,The metabolism of Ondansetron can be decreased when combined with Metoclopramide.
P082491,DB00333,DB00904,45373,45590,Methadone,Ondansetron,The risk or severity of adverse effects can be increased when Methadone is combined with Ondansetron.
P082492,DB00836,DB00904,37599,45590,Loperamide,Ondansetron,The serum concentration of Ondansetron can be increased when it is combined with Loperamide.
P082493,DB01403,DB00904,6045,45590,Methotrimeprazine,Ondansetron,The risk or severity of adverse effects can be increased when Ondansetron is combined with Methotrimeprazine.
P082495,DB00220,DB00904,47293,45590,Nelfinavir,Ondansetron,The serum concentration of Ondansetron can be increased when it is combined with Nelfinavir.
P082496,DB01137,DB00904,47258,45590,Levofloxacin,Ondansetron,The serum concentration of Ondansetron can be increased when it is combined with Levofloxacin.
P082497,DB01026,DB00904,44801,45590,Ketoconazole,Ondansetron,The serum concentration of Ondansetron can be increased when it is combined with Ketoconazole.
P082499,DB01167,DB00904,47051,45590,Itraconazole,Ondansetron,The serum concentration of Ondansetron can be increased when it is combined with Itraconazole.
P082502,DB00557,DB00904,4706,45590,Hydroxyzine,Ondansetron,Hydroxyzine may increase the central nervous system depressant (CNS depressant) activities of Ondansetron.
P082505,DB00999,DB00904,4537,45590,Hydrochlorothiazide,Ondansetron,The risk or severity of QTc prolongation can be increased when Hydrochlorothiazide is combined with Ondansetron.
P082506,DB00502,DB00904,4394,45590,Haloperidol,Ondansetron,The risk or severity of adverse effects can be increased when Haloperidol is combined with Ondansetron.
P082509,DB00674,DB00904,47415,45590,Galantamine,Ondansetron,The risk or severity of QTc prolongation can be increased when Galantamine is combined with Ondansetron.
P082511,DB00472,DB00904,45504,45590,Fluoxetine,Ondansetron,The risk or severity of adverse effects can be increased when Fluoxetine is combined with Ondansetron.
P082512,DB00736,DB00904,47418,45590,Esomeprazole,Ondansetron,The serum concentration of Ondansetron can be increased when it is combined with Esomeprazole.
P082514,DB00843,DB00904,47352,45590,Donepezil,Ondansetron,The risk or severity of QTc prolongation can be increased when Donepezil is combined with Ondansetron.
P082515,DB01184,DB00904,45540,45590,Domperidone,Ondansetron,The risk or severity of QTc prolongation can be increased when Ondansetron is combined with Domperidone.
P082517,DB00501,DB00904,38366,45590,Cimetidine,Ondansetron,The metabolism of Ondansetron can be decreased when combined with Cimetidine.
P082521,DB00207,DB00904,46236,45590,Azithromycin,Ondansetron,The serum concentration of Ondansetron can be increased when it is combined with Azithromycin.
P082522,DB01072,DB00904,47479,45590,Atazanavir,Ondansetron,The serum concentration of Ondansetron can be increased when it is combined with Atazanavir.
P082524,DB01118,DB00904,45441,45590,Amiodarone,Ondansetron,The metabolism of Amiodarone can be decreased when combined with Ondansetron.
P082526,DB00915,DB00904,18426,45590,Amantadine,Ondansetron,The risk or severity of serotonin syndrome can be increased when Ondansetron is combined with Amantadine.
P082528,DB00321,DB00904,429,45590,Amitriptyline,Ondansetron,The risk or severity of adverse effects can be increased when Amitriptyline is combined with Ondansetron.
P082529,DB00808,DB00904,43397,45590,Indapamide,Ondansetron,The risk or severity of QTc prolongation can be increased when Indapamide is combined with Ondansetron.
P082531,DB00261,DB00904,47262,45590,Anagrelide,Ondansetron,The risk or severity of QTc prolongation can be increased when Ondansetron is combined with Anagrelide.
P082534,DB00448,DB00904,47140,45590,Lansoprazole,Ondansetron,The serum concentration of Ondansetron can be increased when it is combined with Lansoprazole.
P082536,DB00608,DB00904,1833,45590,Chloroquine,Ondansetron,The metabolism of Ondansetron can be decreased when combined with Chloroquine.
P082537,DB00218,DB00904,47391,45590,Moxifloxacin,Ondansetron,The risk or severity of QTc prolongation can be increased when Moxifloxacin is combined with Ondansetron.
P082539,DB00477,DB00904,1924,45590,Chlorpromazine,Ondansetron,The risk or severity of adverse effects can be increased when Chlorpromazine is combined with Ondansetron.
P082541,DB00537,DB00904,45503,45590,Ciprofloxacin,Ondansetron,The risk or severity of QTc prolongation can be increased when Ciprofloxacin is combined with Ondansetron.
P082542,DB00215,DB00904,47317,45590,Citalopram,Ondansetron,The risk or severity of adverse effects can be increased when Citalopram is combined with Ondansetron.
P082544,DB01075,DB00904,3107,45590,Diphenhydramine,Ondansetron,The risk or severity of adverse effects can be increased when Ondansetron is combined with Diphenhydramine.
P082545,DB00280,DB00904,37911,45590,Disopyramide,Ondansetron,The risk or severity of QTc prolongation can be increased when Ondansetron is combined with Disopyramide.
P082547,DB01142,DB00904,3198,45590,Doxepin,Ondansetron,The risk or severity of adverse effects can be increased when Ondansetron is combined with Doxepin.
P082548,DB04855,DB00904,47804,45590,Dronedarone,Ondansetron,The risk or severity of QTc prolongation can be increased when Ondansetron is combined with Dronedarone.
P082550,DB01211,DB00904,47018,45590,Clarithromycin,Ondansetron,The serum concentration of Ondansetron can be increased when it is combined with Clarithromycin.
P082551,DB00199,DB00904,3458,45590,Erythromycin,Ondansetron,The serum concentration of Ondansetron can be increased when it is combined with Erythromycin.
P082552,DB01175,DB00904,47553,45590,Escitalopram,Ondansetron,The risk or severity of adverse effects can be increased when Ondansetron is combined with Escitalopram.
P082553,DB00927,DB00904,45460,45590,Famotidine,Ondansetron,The risk or severity of QTc prolongation can be increased when Famotidine is combined with Ondansetron.
P082554,DB00176,DB00904,45633,45590,Fluvoxamine,Ondansetron,The risk or severity of adverse effects can be increased when Fluvoxamine is combined with Ondansetron.
P082555,DB01195,DB00904,45501,45590,Flecainide,Ondansetron,The metabolism of Flecainide can be decreased when combined with Ondansetron.
P082556,DB00196,DB00904,45568,45590,Fluconazole,Ondansetron,The metabolism of Ondansetron can be decreased when combined with Fluconazole.
P082779,DB00338,DB00715,47146,47061,Omeprazole,Paroxetine,The serum concentration of Omeprazole can be increased when it is combined with Paroxetine.
P082780,DB00334,DB00715,47197,47061,Olanzapine,Paroxetine,The risk or severity of adverse effects can be increased when Olanzapine is combined with Paroxetine.
P082781,DB00220,DB00715,47293,47061,Nelfinavir,Paroxetine,The metabolism of Paroxetine can be decreased when combined with Nelfinavir.
P082782,DB00916,DB00715,6266,47061,Metronidazole,Paroxetine,The risk or severity of QTc prolongation can be increased when Paroxetine is combined with Metronidazole.
P082783,DB00524,DB00715,19440,47061,Metolazone,Paroxetine,The risk or severity of hyponatremia can be increased when Paroxetine is combined with Metolazone.
P082784,DB01233,DB00715,18595,47061,Metoclopramide,Paroxetine,"The risk or severity of serotonin syndrome, extrapyramidal symptoms, and neuroleptic malignant syndrome can be increased when Metoclopramide is combined with Paroxetine."
P082785,DB00836,DB00715,37599,47061,Loperamide,Paroxetine,The metabolism of Loperamide can be decreased when combined with Paroxetine.
P082787,DB01403,DB00715,6045,47061,Methotrimeprazine,Paroxetine,The risk or severity of adverse effects can be increased when Paroxetine is combined with Methotrimeprazine.
P082789,DB01137,DB00715,47258,47061,Levofloxacin,Paroxetine,The serum concentration of Levofloxacin can be increased when it is combined with Paroxetine.
P082790,DB00448,DB00715,47140,47061,Lansoprazole,Paroxetine,The serum concentration of Lansoprazole can be increased when it is combined with Paroxetine.
P082791,DB01026,DB00715,44801,47061,Ketoconazole,Paroxetine,The metabolism of Paroxetine can be decreased when combined with Ketoconazole.
P082792,DB01167,DB00715,47051,47061,Itraconazole,Paroxetine,The metabolism of Paroxetine can be decreased when combined with Itraconazole.
P082793,DB00808,DB00715,43397,47061,Indapamide,Paroxetine,The risk or severity of hyponatremia can be increased when Paroxetine is combined with Indapamide.
P082795,DB00557,DB00715,4706,47061,Hydroxyzine,Paroxetine,Hydroxyzine may increase the central nervous system depressant (CNS depressant) activities of Paroxetine.
P082796,DB01611,DB00715,4654,47061,Hydroxychloroquine,Paroxetine,The metabolism of Paroxetine can be decreased when combined with Hydroxychloroquine.
P082799,DB00999,DB00715,4537,47061,Hydrochlorothiazide,Paroxetine,The risk or severity of hyponatremia can be increased when Paroxetine is combined with Hydrochlorothiazide.
P082800,DB00502,DB00715,4394,47061,Haloperidol,Paroxetine,The risk or severity of adverse effects can be increased when Haloperidol is combined with Paroxetine.
P082803,DB00674,DB00715,47415,47061,Galantamine,Paroxetine,The therapeutic efficacy of Paroxetine can be decreased when used in combination with Galantamine.
P082805,DB00695,DB00715,4173,47061,Furosemide,Paroxetine,Furosemide may decrease the excretion rate of Paroxetine which could result in a higher serum level.
P082806,DB00176,DB00715,45633,47061,Fluvoxamine,Paroxetine,The risk or severity of adverse effects can be increased when Fluvoxamine is combined with Paroxetine.
P082807,DB00472,DB00715,45504,47061,Fluoxetine,Paroxetine,The risk or severity of adverse effects can be increased when Fluoxetine is combined with Paroxetine.
P082808,DB00196,DB00715,45568,47061,Fluconazole,Paroxetine,Fluconazole may decrease the excretion rate of Paroxetine which could result in a higher serum level.
P082809,DB01195,DB00715,45501,47061,Flecainide,Paroxetine,The metabolism of Flecainide can be decreased when combined with Paroxetine.
P082810,DB00927,DB00715,45460,47061,Famotidine,Paroxetine,The risk or severity of QTc prolongation can be increased when Paroxetine is combined with Famotidine.
P082811,DB00736,DB00715,47418,47061,Esomeprazole,Paroxetine,The serum concentration of Esomeprazole can be increased when it is combined with Paroxetine.
P082812,DB01175,DB00715,47553,47061,Escitalopram,Paroxetine,The risk or severity of adverse effects can be increased when Paroxetine is combined with Escitalopram.
P082813,DB00199,DB00715,3458,47061,Erythromycin,Paroxetine,The serum concentration of Erythromycin can be increased when it is combined with Paroxetine.
P082817,DB04855,DB00715,47804,47061,Dronedarone,Paroxetine,The metabolism of Dronedarone can be decreased when combined with Paroxetine.
P082818,DB01142,DB00715,3198,47061,Doxepin,Paroxetine,The risk or severity of adverse effects can be increased when Paroxetine is combined with Doxepin.
P082819,DB00843,DB00715,47352,47061,Donepezil,Paroxetine,The therapeutic efficacy of Paroxetine can be decreased when used in combination with Donepezil.
P082820,DB01184,DB00715,45540,47061,Domperidone,Paroxetine,The therapeutic efficacy of Domperidone can be decreased when used in combination with Paroxetine.
P082822,DB00280,DB00715,37911,47061,Disopyramide,Paroxetine,The risk or severity of QTc prolongation can be increased when Paroxetine is combined with Disopyramide.
P082824,DB01075,DB00715,3107,47061,Diphenhydramine,Paroxetine,The metabolism of Diphenhydramine can be decreased when combined with Paroxetine.
P082826,DB01211,DB00715,47018,47061,Clarithromycin,Paroxetine,The serum concentration of Clarithromycin can be increased when it is combined with Paroxetine.
P082827,DB00215,DB00715,47317,47061,Citalopram,Paroxetine,The risk or severity of adverse effects can be increased when Citalopram is combined with Paroxetine.
P082828,DB00333,DB00715,45373,47061,Methadone,Paroxetine,The risk or severity of adverse effects can be increased when Methadone is combined with Paroxetine.
P082829,DB00537,DB00715,45503,47061,Ciprofloxacin,Paroxetine,The serum concentration of Ciprofloxacin can be increased when it is combined with Paroxetine.
P082830,DB00501,DB00715,38366,47061,Cimetidine,Paroxetine,The serum concentration of Cimetidine can be increased when it is combined with Paroxetine.
P082832,DB00477,DB00715,1924,47061,Chlorpromazine,Paroxetine,The risk or severity of adverse effects can be increased when Chlorpromazine is combined with Paroxetine.
P082833,DB00218,DB00715,47391,47061,Moxifloxacin,Paroxetine,The risk or severity of QTc prolongation can be increased when Paroxetine is combined with Moxifloxacin.
P082834,DB00608,DB00715,1833,47061,Chloroquine,Paroxetine,The metabolism of Chloroquine can be decreased when combined with Paroxetine.
P082836,DB00904,DB00715,45590,47061,Ondansetron,Paroxetine,The risk or severity of adverse effects can be increased when Paroxetine is combined with Ondansetron.
P082839,DB00207,DB00715,46236,47061,Azithromycin,Paroxetine,The serum concentration of Azithromycin can be increased when it is combined with Paroxetine.
P082840,DB01072,DB00715,47479,47061,Atazanavir,Paroxetine,The serum concentration of Atazanavir can be increased when it is combined with Paroxetine.
P082842,DB00261,DB00715,47262,47061,Anagrelide,Paroxetine,The risk or severity of QTc prolongation can be increased when Paroxetine is combined with Anagrelide.
P082845,DB00681,DB00715,520,47061,Amphotericin B,Paroxetine,Amphotericin B may decrease the excretion rate of Paroxetine which could result in a higher serum level.
P082846,DB00321,DB00715,429,47061,Amitriptyline,Paroxetine,The metabolism of Amitriptyline can be decreased when combined with Paroxetine.
P082848,DB01118,DB00715,45441,47061,Amiodarone,Paroxetine,The metabolism of Amiodarone can be decreased when combined with Paroxetine.
P082849,DB00915,DB00715,18426,47061,Amantadine,Paroxetine,Paroxetine may decrease the excretion rate of Amantadine which could result in a higher serum level.
P082851,DB00715,DB00738,47061,45557,Paroxetine,Pentamidine,The metabolism of Pentamidine can be decreased when combined with Paroxetine.
P082854,DB00904,DB00738,45590,45557,Ondansetron,Pentamidine,The risk or severity of QTc prolongation can be increased when Pentamidine is combined with Ondansetron.
P082855,DB00338,DB00738,47146,45557,Omeprazole,Pentamidine,Pentamidine may decrease the excretion rate of Omeprazole which could result in a higher serum level.
P082856,DB00334,DB00738,47197,45557,Olanzapine,Pentamidine,The risk or severity of QTc prolongation can be increased when Olanzapine is combined with Pentamidine.
P082857,DB00218,DB00738,47391,45557,Moxifloxacin,Pentamidine,The therapeutic efficacy of Pentamidine can be increased when used in combination with Moxifloxacin.
P082858,DB00916,DB00738,6266,45557,Metronidazole,Pentamidine,The risk or severity of QTc prolongation can be increased when Metronidazole is combined with Pentamidine.
P082859,DB00524,DB00738,19440,45557,Metolazone,Pentamidine,The therapeutic efficacy of Pentamidine can be decreased when used in combination with Metolazone.
P082860,DB01233,DB00738,18595,45557,Metoclopramide,Pentamidine,The metabolism of Pentamidine can be decreased when combined with Metoclopramide.
P082861,DB00333,DB00738,45373,45557,Methadone,Pentamidine,The metabolism of Pentamidine can be decreased when combined with Methadone.
P082862,DB00836,DB00738,37599,45557,Loperamide,Pentamidine,The risk or severity of QTc prolongation can be increased when Pentamidine is combined with Loperamide.
P082865,DB01137,DB00738,47258,45557,Levofloxacin,Pentamidine,The therapeutic efficacy of Pentamidine can be increased when used in combination with Levofloxacin.
P082866,DB00448,DB00738,47140,45557,Lansoprazole,Pentamidine,The metabolism of Pentamidine can be decreased when combined with Lansoprazole.
P082868,DB01167,DB00738,47051,45557,Itraconazole,Pentamidine,The metabolism of Pentamidine can be decreased when combined with Itraconazole.
P082869,DB00808,DB00738,43397,45557,Indapamide,Pentamidine,The therapeutic efficacy of Pentamidine can be decreased when used in combination with Indapamide.
P082871,DB00557,DB00738,4706,45557,Hydroxyzine,Pentamidine,The risk or severity of QTc prolongation can be increased when Hydroxyzine is combined with Pentamidine.
P082872,DB01611,DB00738,4654,45557,Hydroxychloroquine,Pentamidine,The risk or severity of QTc prolongation can be increased when Hydroxychloroquine is combined with Pentamidine.
P082875,DB00999,DB00738,4537,45557,Hydrochlorothiazide,Pentamidine,The therapeutic efficacy of Pentamidine can be decreased when used in combination with Hydrochlorothiazide.
P082876,DB00502,DB00738,4394,45557,Haloperidol,Pentamidine,The risk or severity of QTc prolongation can be increased when Haloperidol is combined with Pentamidine.
P082878,DB00674,DB00738,47415,45557,Galantamine,Pentamidine,The risk or severity of QTc prolongation can be increased when Galantamine is combined with Pentamidine.
P082880,DB00695,DB00738,4173,45557,Furosemide,Pentamidine,The therapeutic efficacy of Pentamidine can be increased when used in combination with Furosemide.
P082881,DB00176,DB00738,45633,45557,Fluvoxamine,Pentamidine,The metabolism of Pentamidine can be decreased when combined with Fluvoxamine.
P082882,DB00472,DB00738,45504,45557,Fluoxetine,Pentamidine,The metabolism of Pentamidine can be decreased when combined with Fluoxetine.
P082883,DB00196,DB00738,45568,45557,Fluconazole,Pentamidine,The risk or severity of QTc prolongation can be increased when Fluconazole is combined with Pentamidine.
P082885,DB01195,DB00738,45501,45557,Flecainide,Pentamidine,The metabolism of Flecainide can be decreased when combined with Pentamidine.
P082886,DB00927,DB00738,45460,45557,Famotidine,Pentamidine,The risk or severity of QTc prolongation can be increased when Famotidine is combined with Pentamidine.
P082887,DB00736,DB00738,47418,45557,Esomeprazole,Pentamidine,Pentamidine may decrease the excretion rate of Esomeprazole which could result in a higher serum level.
P082888,DB01175,DB00738,47553,45557,Escitalopram,Pentamidine,The risk or severity of QTc prolongation can be increased when Pentamidine is combined with Escitalopram.
P082889,DB00199,DB00738,3458,45557,Erythromycin,Pentamidine,The risk or severity of QTc prolongation can be increased when Erythromycin is combined with Pentamidine.
P082892,DB04855,DB00738,47804,45557,Dronedarone,Pentamidine,The risk or severity of QTc prolongation can be increased when Pentamidine is combined with Dronedarone.
P082894,DB01142,DB00738,3198,45557,Doxepin,Pentamidine,The metabolism of Doxepin can be decreased when combined with Pentamidine.
P082895,DB00843,DB00738,47352,45557,Donepezil,Pentamidine,The risk or severity of QTc prolongation can be increased when Donepezil is combined with Pentamidine.
P082896,DB01026,DB00738,44801,45557,Ketoconazole,Pentamidine,The metabolism of Pentamidine can be decreased when combined with Ketoconazole.
P082897,DB01184,DB00738,45540,45557,Domperidone,Pentamidine,The risk or severity of QTc prolongation can be increased when Pentamidine is combined with Domperidone.
P082899,DB01403,DB00738,6045,45557,Methotrimeprazine,Pentamidine,The metabolism of Pentamidine can be decreased when combined with Methotrimeprazine.
P082900,DB00280,DB00738,37911,45557,Disopyramide,Pentamidine,The risk or severity of QTc prolongation can be increased when Pentamidine is combined with Disopyramide.
P082901,DB01075,DB00738,3107,45557,Diphenhydramine,Pentamidine,The metabolism of Pentamidine can be decreased when combined with Diphenhydramine.
P082903,DB01211,DB00738,47018,45557,Clarithromycin,Pentamidine,The metabolism of Pentamidine can be decreased when combined with Clarithromycin.
P082904,DB00215,DB00738,47317,45557,Citalopram,Pentamidine,The risk or severity of QTc prolongation can be increased when Pentamidine is combined with Citalopram.
P082905,DB00537,DB00738,45503,45557,Ciprofloxacin,Pentamidine,The therapeutic efficacy of Pentamidine can be increased when used in combination with Ciprofloxacin.
P082906,DB00501,DB00738,38366,45557,Cimetidine,Pentamidine,The metabolism of Pentamidine can be decreased when combined with Cimetidine.
P082908,DB00220,DB00738,47293,45557,Nelfinavir,Pentamidine,The metabolism of Pentamidine can be decreased when combined with Nelfinavir.
P082909,DB00477,DB00738,1924,45557,Chlorpromazine,Pentamidine,The risk or severity of QTc prolongation can be increased when Chlorpromazine is combined with Pentamidine.
P082910,DB00608,DB00738,1833,45557,Chloroquine,Pentamidine,The metabolism of Pentamidine can be decreased when combined with Chloroquine.
P082915,DB00207,DB00738,46236,45557,Azithromycin,Pentamidine,The risk or severity of QTc prolongation can be increased when Azithromycin is combined with Pentamidine.
P082916,DB01072,DB00738,47479,45557,Atazanavir,Pentamidine,The risk or severity of QTc prolongation can be increased when Atazanavir is combined with Pentamidine.
P082918,DB00261,DB00738,47262,45557,Anagrelide,Pentamidine,The risk or severity of QTc prolongation can be increased when Pentamidine is combined with Anagrelide.
P082921,DB00681,DB00738,520,45557,Amphotericin B,Pentamidine,The risk or severity of nephrotoxicity can be increased when Amphotericin B is combined with Pentamidine.
P082922,DB00321,DB00738,429,45557,Amitriptyline,Pentamidine,Pentamidine may decrease the excretion rate of Amitriptyline which could result in a higher serum level.
P082924,DB01118,DB00738,45441,45557,Amiodarone,Pentamidine,The metabolism of Amiodarone can be decreased when combined with Pentamidine.
P082925,DB00915,DB00738,18426,45557,Amantadine,Pentamidine,The risk or severity of QTc prolongation can be increased when Amantadine is combined with Pentamidine.
P082927,DB00715,DB01100,47061,33465,Paroxetine,Pimozide,The risk or severity of QTc prolongation can be increased when Paroxetine is combined with Pimozide.
P082930,DB00904,DB01100,45590,33465,Ondansetron,Pimozide,The risk or severity of adverse effects can be increased when Ondansetron is combined with Pimozide.
P082931,DB00338,DB01100,47146,33465,Omeprazole,Pimozide,The metabolism of Pimozide can be increased when combined with Omeprazole.
P082932,DB00334,DB01100,47197,33465,Olanzapine,Pimozide,The risk or severity of adverse effects can be increased when Olanzapine is combined with Pimozide.
P082933,DB00220,DB01100,47293,33465,Nelfinavir,Pimozide,The metabolism of Pimozide can be decreased when combined with Nelfinavir.
P082934,DB00218,DB01100,47391,33465,Moxifloxacin,Pimozide,The risk or severity of QTc prolongation can be increased when Moxifloxacin is combined with Pimozide.
P082935,DB00916,DB01100,6266,33465,Metronidazole,Pimozide,The metabolism of Pimozide can be decreased when combined with Metronidazole.
P082937,DB00333,DB01100,45373,33465,Methadone,Pimozide,The risk or severity of adverse effects can be increased when Methadone is combined with Pimozide.
P082938,DB00836,DB01100,37599,33465,Loperamide,Pimozide,The metabolism of Pimozide can be decreased when combined with Loperamide.
P082941,DB01137,DB01100,47258,33465,Levofloxacin,Pimozide,The metabolism of Pimozide can be decreased when combined with Levofloxacin.
P082942,DB00448,DB01100,47140,33465,Lansoprazole,Pimozide,The metabolism of Pimozide can be increased when combined with Lansoprazole.
P082944,DB01167,DB01100,47051,33465,Itraconazole,Pimozide,The metabolism of Pimozide can be decreased when combined with Itraconazole.
P082945,DB00808,DB01100,43397,33465,Indapamide,Pimozide,The risk or severity of QTc prolongation can be increased when Indapamide is combined with Pimozide.
P082948,DB00557,DB01100,4706,33465,Hydroxyzine,Pimozide,Hydroxyzine may increase the central nervous system depressant (CNS depressant) activities of Pimozide.
P082949,DB01611,DB01100,4654,33465,Hydroxychloroquine,Pimozide,The metabolism of Pimozide can be decreased when combined with Hydroxychloroquine.
P082951,DB00999,DB01100,4537,33465,Hydrochlorothiazide,Pimozide,The risk or severity of QTc prolongation can be increased when Hydrochlorothiazide is combined with Pimozide.
P082952,DB00502,DB01100,4394,33465,Haloperidol,Pimozide,The risk or severity of adverse effects can be increased when Haloperidol is combined with Pimozide.
P082954,DB00674,DB01100,47415,33465,Galantamine,Pimozide,The metabolism of Pimozide can be decreased when combined with Galantamine.
P082957,DB00176,DB01100,45633,33465,Fluvoxamine,Pimozide,The risk or severity of QTc prolongation can be increased when Fluvoxamine is combined with Pimozide.
